"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HUR","TOT","PC_LF","M","2020-12",4.233243,
"MEX","HUR","TOT","PC_LF","M","2021-01",4.472357,
"MEX","HUR","TOT","PC_LF","M","2021-02",4.411681,
"MEX","HUR","TOT","PC_LF","M","2021-03",4.316151,
"MEX","HUR","TOT","PC_LF","M","2021-04",4.84545,
"MEX","HUR","TOT","PC_LF","M","2021-05",4.161473,
"MEX","HUR","TOT","PC_LF","M","2021-06",4.065064,
"MEX","HUR","TOT","PC_LF","M","2021-07",4.232254,
"MEX","HUR","TOT","PC_LF","M","2021-08",4.086673,
"NLD","HUR","TOT","PC_LF","M","2019-08",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-09",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-10",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-11",3.5,
"NLD","HUR","TOT","PC_LF","M","2019-12",3.2,
"NLD","HUR","TOT","PC_LF","M","2020-01",3,
"NLD","HUR","TOT","PC_LF","M","2020-02",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-03",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-04",3.4,
"NLD","HUR","TOT","PC_LF","M","2020-05",3.6,
"NLD","HUR","TOT","PC_LF","M","2020-06",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-07",4.5,
"NLD","HUR","TOT","PC_LF","M","2020-08",4.6,
"NLD","HUR","TOT","PC_LF","M","2020-09",4.4,
"NLD","HUR","TOT","PC_LF","M","2020-10",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-11",4,
"NLD","HUR","TOT","PC_LF","M","2020-12",3.9,
"NLD","HUR","TOT","PC_LF","M","2021-01",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-02",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-03",3.5,
"NLD","HUR","TOT","PC_LF","M","2021-04",3.4,
"NLD","HUR","TOT","PC_LF","M","2021-05",3.3,
"NLD","HUR","TOT","PC_LF","M","2021-06",3.2,
"NLD","HUR","TOT","PC_LF","M","2021-07",3.1,
"NLD","HUR","TOT","PC_LF","M","2021-08",3.2,
"NOR","HUR","TOT","PC_LF","M","2019-08",3.7,
"NOR","HUR","TOT","PC_LF","M","2019-09",3.9,
"NOR","HUR","TOT","PC_LF","M","2019-10",3.8,
"NOR","HUR","TOT","PC_LF","M","2019-11",4,
"NOR","HUR","TOT","PC_LF","M","2019-12",3.9,
"NOR","HUR","TOT","PC_LF","M","2020-01",3.7,
"NOR","HUR","TOT","PC_LF","M","2020-02",3.5,
"NOR","HUR","TOT","PC_LF","M","2020-03",3.6,
"NOR","HUR","TOT","PC_LF","M","2020-04",4.1,
"NOR","HUR","TOT","PC_LF","M","2020-05",4.6,
"NOR","HUR","TOT","PC_LF","M","2020-06",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-07",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-08",5.3,
"NOR","HUR","TOT","PC_LF","M","2020-09",5.1,
"NOR","HUR","TOT","PC_LF","M","2020-10",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-11",5,
"NOR","HUR","TOT","PC_LF","M","2020-12",4.8,
"NOR","HUR","TOT","PC_LF","M","2021-01",4.8,
"NOR","HUR","TOT","PC_LF","M","2021-02",4.6,
"NOR","HUR","TOT","PC_LF","M","2021-03",4.7,
"NOR","HUR","TOT","PC_LF","M","2021-04",4.8,
"NOR","HUR","TOT","PC_LF","M","2021-05",4.9,
"NOR","HUR","TOT","PC_LF","M","2021-06",4.8,
"NOR","HUR","TOT","PC_LF","M","2021-07",4.2,
"POL","HUR","TOT","PC_LF","M","2019-08",3.1,
"POL","HUR","TOT","PC_LF","M","2019-09",3.1,
"POL","HUR","TOT","PC_LF","M","2019-10",3,
"POL","HUR","TOT","PC_LF","M","2019-11",3,
"POL","HUR","TOT","PC_LF","M","2019-12",3,
"POL","HUR","TOT","PC_LF","M","2020-01",3,
"POL","HUR","TOT","PC_LF","M","2020-02",3,
"POL","HUR","TOT","PC_LF","M","2020-03",2.9,
"POL","HUR","TOT","PC_LF","M","2020-04",3.1,
"POL","HUR","TOT","PC_LF","M","2020-05",3.2,
"POL","HUR","TOT","PC_LF","M","2020-06",3.4,
"POL","HUR","TOT","PC_LF","M","2020-07",3.4,
"POL","HUR","TOT","PC_LF","M","2020-08",3.3,
"POL","HUR","TOT","PC_LF","M","2020-09",3.3,
"POL","HUR","TOT","PC_LF","M","2020-10",3.2,
"POL","HUR","TOT","PC_LF","M","2020-11",3.2,
"POL","HUR","TOT","PC_LF","M","2020-12",3.4,"B"
"POL","HUR","TOT","PC_LF","M","2021-01",3.7,
"POL","HUR","TOT","PC_LF","M","2021-02",3.9,
"POL","HUR","TOT","PC_LF","M","2021-03",3.9,
"POL","HUR","TOT","PC_LF","M","2021-04",3.7,
"POL","HUR","TOT","PC_LF","M","2021-05",3.6,
"POL","HUR","TOT","PC_LF","M","2021-06",3.5,
"POL","HUR","TOT","PC_LF","M","2021-07",3.4,
"POL","HUR","TOT","PC_LF","M","2021-08",3.4,
"PRT","HUR","TOT","PC_LF","M","2019-08",6.5,
"PRT","HUR","TOT","PC_LF","M","2019-09",6.7,
"PRT","HUR","TOT","PC_LF","M","2019-10",6.6,
"PRT","HUR","TOT","PC_LF","M","2019-11",6.8,
"PRT","HUR","TOT","PC_LF","M","2019-12",6.8,
"PRT","HUR","TOT","PC_LF","M","2020-01",6.9,
"PRT","HUR","TOT","PC_LF","M","2020-02",6.6,
"PRT","HUR","TOT","PC_LF","M","2020-03",6.3,
"PRT","HUR","TOT","PC_LF","M","2020-04",6.4,
"PRT","HUR","TOT","PC_LF","M","2020-05",6,
"PRT","HUR","TOT","PC_LF","M","2020-06",7.5,
"PRT","HUR","TOT","PC_LF","M","2020-07",8.1,
"PRT","HUR","TOT","PC_LF","M","2020-08",8.2,
"PRT","HUR","TOT","PC_LF","M","2020-09",8,
"PRT","HUR","TOT","PC_LF","M","2020-10",7.6,
"PRT","HUR","TOT","PC_LF","M","2020-11",7.2,
"PRT","HUR","TOT","PC_LF","M","2020-12",6.9,
"PRT","HUR","TOT","PC_LF","M","2021-01",7,
"PRT","HUR","TOT","PC_LF","M","2021-02",6.9,
"PRT","HUR","TOT","PC_LF","M","2021-03",6.6,
"PRT","HUR","TOT","PC_LF","M","2021-04",7,
"PRT","HUR","TOT","PC_LF","M","2021-05",7,
"PRT","HUR","TOT","PC_LF","M","2021-06",6.8,
"PRT","HUR","TOT","PC_LF","M","2021-07",6.6,
"PRT","HUR","TOT","PC_LF","M","2021-08",6.4,
"SVK","HUR","TOT","PC_LF","M","2019-08",5.7,
"SVK","HUR","TOT","PC_LF","M","2019-09",5.7,
"SVK","HUR","TOT","PC_LF","M","2019-10",5.7,
"SVK","HUR","TOT","PC_LF","M","2019-11",5.7,
"SVK","HUR","TOT","PC_LF","M","2019-12",5.8,
"SVK","HUR","TOT","PC_LF","M","2020-01",6,
"SVK","HUR","TOT","PC_LF","M","2020-02",6,
"SVK","HUR","TOT","PC_LF","M","2020-03",6,
"SVK","HUR","TOT","PC_LF","M","2020-04",6.6,
"SVK","HUR","TOT","PC_LF","M","2020-05",6.7,
"SVK","HUR","TOT","PC_LF","M","2020-06",6.7,
"SVK","HUR","TOT","PC_LF","M","2020-07",7,
"SVK","HUR","TOT","PC_LF","M","2020-08",7.1,
"SVK","HUR","TOT","PC_LF","M","2020-09",7,
"SVK","HUR","TOT","PC_LF","M","2020-10",7,
"SVK","HUR","TOT","PC_LF","M","2020-11",7,
"SVK","HUR","TOT","PC_LF","M","2020-12",7.1,"B"
"SVK","HUR","TOT","PC_LF","M","2021-01",7.1,
"SVK","HUR","TOT","PC_LF","M","2021-02",7.1,
"SVK","HUR","TOT","PC_LF","M","2021-03",7.2,
"SVK","HUR","TOT","PC_LF","M","2021-04",7.1,
"SVK","HUR","TOT","PC_LF","M","2021-05",7,
"SVK","HUR","TOT","PC_LF","M","2021-06",6.8,
"SVK","HUR","TOT","PC_LF","M","2021-07",6.6,
"SVK","HUR","TOT","PC_LF","M","2021-08",6.5,
"ESP","HUR","TOT","PC_LF","M","2019-08",14.2,
"ESP","HUR","TOT","PC_LF","M","2019-09",14.1,
"ESP","HUR","TOT","PC_LF","M","2019-10",14,
"ESP","HUR","TOT","PC_LF","M","2019-11",13.9,
"ESP","HUR","TOT","PC_LF","M","2019-12",13.8,
"ESP","HUR","TOT","PC_LF","M","2020-01",13.9,
"ESP","HUR","TOT","PC_LF","M","2020-02",13.7,
"ESP","HUR","TOT","PC_LF","M","2020-03",14.5,
"ESP","HUR","TOT","PC_LF","M","2020-04",15.1,
"ESP","HUR","TOT","PC_LF","M","2020-05",15.2,
"ESP","HUR","TOT","PC_LF","M","2020-06",15.8,
"ESP","HUR","TOT","PC_LF","M","2020-07",16.3,
"ESP","HUR","TOT","PC_LF","M","2020-08",16.7,
"ESP","HUR","TOT","PC_LF","M","2020-09",16.6,
"ESP","HUR","TOT","PC_LF","M","2020-10",16.3,
"ESP","HUR","TOT","PC_LF","M","2020-11",16.2,
"ESP","HUR","TOT","PC_LF","M","2020-12",16.2,
"ESP","HUR","TOT","PC_LF","M","2021-01",15.8,
"ESP","HUR","TOT","PC_LF","M","2021-02",15.7,
"ESP","HUR","TOT","PC_LF","M","2021-03",15.4,
"ESP","HUR","TOT","PC_LF","M","2021-04",15.5,
"ESP","HUR","TOT","PC_LF","M","2021-05",15.4,
"ESP","HUR","TOT","PC_LF","M","2021-06",15,
"ESP","HUR","TOT","PC_LF","M","2021-07",14.5,
"ESP","HUR","TOT","PC_LF","M","2021-08",14,
"SWE","HUR","TOT","PC_LF","M","2019-08",7.1,
"SWE","HUR","TOT","PC_LF","M","2019-09",6.7,
"SWE","HUR","TOT","PC_LF","M","2019-10",6.8,
"SWE","HUR","TOT","PC_LF","M","2019-11",7.5,
"SWE","HUR","TOT","PC_LF","M","2019-12",6.7,
"SWE","HUR","TOT","PC_LF","M","2020-01",7.2,
"SWE","HUR","TOT","PC_LF","M","2020-02",7.6,
"SWE","HUR","TOT","PC_LF","M","2020-03",6.6,
"SWE","HUR","TOT","PC_LF","M","2020-04",7.9,
"SWE","HUR","TOT","PC_LF","M","2020-05",8.4,
"SWE","HUR","TOT","PC_LF","M","2020-06",9,
"SWE","HUR","TOT","PC_LF","M","2020-07",9.3,
"SWE","HUR","TOT","PC_LF","M","2020-08",9.1,
"SWE","HUR","TOT","PC_LF","M","2020-09",8.9,
"SWE","HUR","TOT","PC_LF","M","2020-10",8.7,
"SWE","HUR","TOT","PC_LF","M","2020-11",8.4,
"SWE","HUR","TOT","PC_LF","M","2020-12",8.8,"B"
"SWE","HUR","TOT","PC_LF","M","2021-01",9,
"SWE","HUR","TOT","PC_LF","M","2021-02",9,
"SWE","HUR","TOT","PC_LF","M","2021-03",9.4,
"SWE","HUR","TOT","PC_LF","M","2021-04",9.1,
"SWE","HUR","TOT","PC_LF","M","2021-05",9.1,
"SWE","HUR","TOT","PC_LF","M","2021-06",9.4,
"SWE","HUR","TOT","PC_LF","M","2021-07",8.4,
"SWE","HUR","TOT","PC_LF","M","2021-08",8.8,
"TUR","HUR","TOT","PC_LF","M","2019-08",14.1,
"TUR","HUR","TOT","PC_LF","M","2019-09",14.1,
"TUR","HUR","TOT","PC_LF","M","2019-10",13.4,
"TUR","HUR","TOT","PC_LF","M","2019-11",13.3,
"TUR","HUR","TOT","PC_LF","M","2019-12",13.3,
"TUR","HUR","TOT","PC_LF","M","2020-01",13.1,
"TUR","HUR","TOT","PC_LF","M","2020-02",12.7,
"TUR","HUR","TOT","PC_LF","M","2020-03",13.1,
"TUR","HUR","TOT","PC_LF","M","2020-04",13.4,
"TUR","HUR","TOT","PC_LF","M","2020-05",13.3,
"TUR","HUR","TOT","PC_LF","M","2020-06",13.4,
"TUR","HUR","TOT","PC_LF","M","2020-07",14.5,
"TUR","HUR","TOT","PC_LF","M","2020-08",13,
"TUR","HUR","TOT","PC_LF","M","2020-09",12.7,
"TUR","HUR","TOT","PC_LF","M","2020-10",12.9,
"TUR","HUR","TOT","PC_LF","M","2020-11",12.9,
"TUR","HUR","TOT","PC_LF","M","2020-12",12.7,
"TUR","HUR","TOT","PC_LF","M","2021-01",12.6,
"TUR","HUR","TOT","PC_LF","M","2021-02",13.2,
"TUR","HUR","TOT","PC_LF","M","2021-03",13.1,
"TUR","HUR","TOT","PC_LF","M","2021-04",13.5,
"TUR","HUR","TOT","PC_LF","M","2021-05",12.8,
"TUR","HUR","TOT","PC_LF","M","2021-06",10.7,
"TUR","HUR","TOT","PC_LF","M","2021-07",12.1,
"TUR","HUR","TOT","PC_LF","M","2021-08",12.1,
"GBR","HUR","TOT","PC_LF","M","2019-08",3.833198,
"GBR","HUR","TOT","PC_LF","M","2019-09",3.757134,
"GBR","HUR","TOT","PC_LF","M","2019-10",3.818563,
"GBR","HUR","TOT","PC_LF","M","2019-11",3.768513,
"GBR","HUR","TOT","PC_LF","M","2019-12",3.912849,
"GBR","HUR","TOT","PC_LF","M","2020-01",3.961213,
"GBR","HUR","TOT","PC_LF","M","2020-02",3.996721,
"GBR","HUR","TOT","PC_LF","M","2020-03",4.04138,
"GBR","HUR","TOT","PC_LF","M","2020-04",4.14699,
"GBR","HUR","TOT","PC_LF","M","2020-05",4.137189,
"GBR","HUR","TOT","PC_LF","M","2020-06",4.318904,
"GBR","HUR","TOT","PC_LF","M","2020-07",4.538391,
"GBR","HUR","TOT","PC_LF","M","2020-08",4.84807,
"GBR","HUR","TOT","PC_LF","M","2020-09",5.049924,
"GBR","HUR","TOT","PC_LF","M","2020-10",5.10721,
"GBR","HUR","TOT","PC_LF","M","2020-11",5.219832,
"GBR","HUR","TOT","PC_LF","M","2020-12",5.134026,
"GBR","HUR","TOT","PC_LF","M","2021-01",5.034872,
"GBR","HUR","TOT","PC_LF","M","2021-02",4.885616,
"GBR","HUR","TOT","PC_LF","M","2021-03",4.840756,
"GBR","HUR","TOT","PC_LF","M","2021-04",4.839443,
"GBR","HUR","TOT","PC_LF","M","2021-05",4.723915,
"GBR","HUR","TOT","PC_LF","M","2021-06",4.572463,
"GBR","HUR","TOT","PC_LF","M","2021-07",4.451372,
"USA","HUR","TOT","PC_LF","M","2019-08",3.7,
"USA","HUR","TOT","PC_LF","M","2019-09",3.5,
"USA","HUR","TOT","PC_LF","M","2019-10",3.6,
"USA","HUR","TOT","PC_LF","M","2019-11",3.6,
"USA","HUR","TOT","PC_LF","M","2019-12",3.6,
"USA","HUR","TOT","PC_LF","M","2020-01",3.5,
"USA","HUR","TOT","PC_LF","M","2020-02",3.5,
"USA","HUR","TOT","PC_LF","M","2020-03",4.4,
"USA","HUR","TOT","PC_LF","M","2020-04",14.8,
"USA","HUR","TOT","PC_LF","M","2020-05",13.3,
"USA","HUR","TOT","PC_LF","M","2020-06",11.1,
"USA","HUR","TOT","PC_LF","M","2020-07",10.2,
"USA","HUR","TOT","PC_LF","M","2020-08",8.4,
"USA","HUR","TOT","PC_LF","M","2020-09",7.8,
"USA","HUR","TOT","PC_LF","M","2020-10",6.9,
"USA","HUR","TOT","PC_LF","M","2020-11",6.7,
"USA","HUR","TOT","PC_LF","M","2020-12",6.7,
"USA","HUR","TOT","PC_LF","M","2021-01",6.3,
"USA","HUR","TOT","PC_LF","M","2021-02",6.2,
"USA","HUR","TOT","PC_LF","M","2021-03",6,
"USA","HUR","TOT","PC_LF","M","2021-04",6.1,
"USA","HUR","TOT","PC_LF","M","2021-05",5.8,
"USA","HUR","TOT","PC_LF","M","2021-06",5.9,
"USA","HUR","TOT","PC_LF","M","2021-07",5.4,
"USA","HUR","TOT","PC_LF","M","2021-08",5.2,
"USA","HUR","TOT","PC_LF","M","2021-09",4.8,
"CHL","HUR","TOT","PC_LF","M","2019-08",7.153874,
"CHL","HUR","TOT","PC_LF","M","2019-09",7.126719,
"CHL","HUR","TOT","PC_LF","M","2019-10",7.245248,
"CHL","HUR","TOT","PC_LF","M","2019-11",7.586637,
"CHL","HUR","TOT","PC_LF","M","2019-12",7.843183,
"CHL","HUR","TOT","PC_LF","M","2020-01",8.084505,
"CHL","HUR","TOT","PC_LF","M","2020-02",8.191636,
"CHL","HUR","TOT","PC_LF","M","2020-03",9.028351,
"CHL","HUR","TOT","PC_LF","M","2020-04",10.88446,
"CHL","HUR","TOT","PC_LF","M","2020-05",11.77335,
"CHL","HUR","TOT","PC_LF","M","2020-06",12.44381,
"CHL","HUR","TOT","PC_LF","M","2020-07",12.38447,
"CHL","HUR","TOT","PC_LF","M","2020-08",12.04066,
"CHL","HUR","TOT","PC_LF","M","2020-09",11.55594,
"CHL","HUR","TOT","PC_LF","M","2020-10",11.19359,
"CHL","HUR","TOT","PC_LF","M","2020-11",11.03913,
"CHL","HUR","TOT","PC_LF","M","2020-12",10.78866,
"CHL","HUR","TOT","PC_LF","M","2021-01",10.69099,
"CHL","HUR","TOT","PC_LF","M","2021-02",10.37996,
"CHL","HUR","TOT","PC_LF","M","2021-03",10.2934,
"CHL","HUR","TOT","PC_LF","M","2021-04",9.750427,
"CHL","HUR","TOT","PC_LF","M","2021-05",9.159446,
"CHL","HUR","TOT","PC_LF","M","2021-06",8.497723,
"CHL","HUR","TOT","PC_LF","M","2021-07",8.218632,
"EST","HUR","TOT","PC_LF","M","2019-08",4.2,
"EST","HUR","TOT","PC_LF","M","2019-09",4.7,
"EST","HUR","TOT","PC_LF","M","2019-10",4.7,
"EST","HUR","TOT","PC_LF","M","2019-11",4.4,
"EST","HUR","TOT","PC_LF","M","2019-12",4.6,
"EST","HUR","TOT","PC_LF","M","2020-01",5,
"EST","HUR","TOT","PC_LF","M","2020-02",5,
"EST","HUR","TOT","PC_LF","M","2020-03",5.1,
"EST","HUR","TOT","PC_LF","M","2020-04",5.9,
"EST","HUR","TOT","PC_LF","M","2020-05",7,
"EST","HUR","TOT","PC_LF","M","2020-06",7.9,
"EST","HUR","TOT","PC_LF","M","2020-07",7.7,
"EST","HUR","TOT","PC_LF","M","2020-08",7.7,
"EST","HUR","TOT","PC_LF","M","2020-09",8.1,
"EST","HUR","TOT","PC_LF","M","2020-10",7.8,
"EST","HUR","TOT","PC_LF","M","2020-11",7.3,
"EST","HUR","TOT","PC_LF","M","2020-12",6.7,
"EST","HUR","TOT","PC_LF","M","2021-01",7.1,
"EST","HUR","TOT","PC_LF","M","2021-02",6.8,
"EST","HUR","TOT","PC_LF","M","2021-03",6.8,
"EST","HUR","TOT","PC_LF","M","2021-04",6.4,
"EST","HUR","TOT","PC_LF","M","2021-05",6.7,
"EST","HUR","TOT","PC_LF","M","2021-06",6.5,
"EST","HUR","TOT","PC_LF","M","2021-07",6.3,
"EST","HUR","TOT","PC_LF","M","2021-08",6.2,
"ISR","HUR","TOT","PC_LF","M","2019-08",3.594648,
"ISR","HUR","TOT","PC_LF","M","2019-09",3.557722,
"ISR","HUR","TOT","PC_LF","M","2019-10",3.569232,
"ISR","HUR","TOT","PC_LF","M","2019-11",3.987638,
"ISR","HUR","TOT","PC_LF","M","2019-12",3.631747,
"ISR","HUR","TOT","PC_LF","M","2020-01",3.733457,
"ISR","HUR","TOT","PC_LF","M","2020-02",3.385637,
"ISR","HUR","TOT","PC_LF","M","2020-03",3.54421,
"ISR","HUR","TOT","PC_LF","M","2020-04",3.595413,
"ISR","HUR","TOT","PC_LF","M","2020-05",4.213297,
"ISR","HUR","TOT","PC_LF","M","2020-06",4.578277,
"ISR","HUR","TOT","PC_LF","M","2020-07",4.722253,
"ISR","HUR","TOT","PC_LF","M","2020-08",4.836463,
"ISR","HUR","TOT","PC_LF","M","2020-09",4.576241,
"ISR","HUR","TOT","PC_LF","M","2020-10",4.718274,
"ISR","HUR","TOT","PC_LF","M","2020-11",4.784735,
"ISR","HUR","TOT","PC_LF","M","2020-12",4.850093,
"ISR","HUR","TOT","PC_LF","M","2021-01",4.669175,
"ISR","HUR","TOT","PC_LF","M","2021-02",5.191364,
"ISR","HUR","TOT","PC_LF","M","2021-03",5.403666,
"ISR","HUR","TOT","PC_LF","M","2021-04",5.335282,
"ISR","HUR","TOT","PC_LF","M","2021-05",5.468184,
"ISR","HUR","TOT","PC_LF","M","2021-06",5.11617,
"ISR","HUR","TOT","PC_LF","M","2021-07",4.928576,
"ISR","HUR","TOT","PC_LF","M","2021-08",4.99625,
"SVN","HUR","TOT","PC_LF","M","2019-08",5,
"SVN","HUR","TOT","PC_LF","M","2019-09",4.8,
"SVN","HUR","TOT","PC_LF","M","2019-10",4.4,
"SVN","HUR","TOT","PC_LF","M","2019-11",4.1,
"SVN","HUR","TOT","PC_LF","M","2019-12",3.9,
"SVN","HUR","TOT","PC_LF","M","2020-01",4,
"SVN","HUR","TOT","PC_LF","M","2020-02",4.1,
"SVN","HUR","TOT","PC_LF","M","2020-03",4.4,
"SVN","HUR","TOT","PC_LF","M","2020-04",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-05",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-06",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-07",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-08",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-09",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-10",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-11",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-12",5.3,
"SVN","HUR","TOT","PC_LF","M","2021-01",5.3,
"SVN","HUR","TOT","PC_LF","M","2021-02",5.2,
"SVN","HUR","TOT","PC_LF","M","2021-03",5,
"SVN","HUR","TOT","PC_LF","M","2021-04",4.8,
"SVN","HUR","TOT","PC_LF","M","2021-05",4.5,
"SVN","HUR","TOT","PC_LF","M","2021-06",4.2,
"SVN","HUR","TOT","PC_LF","M","2021-07",4,
"SVN","HUR","TOT","PC_LF","M","2021-08",3.9,
"OECD","HUR","TOT","PC_LF","M","2019-08",5.385018,"E"
"OECD","HUR","TOT","PC_LF","M","2019-09",5.349034,"E"
"OECD","HUR","TOT","PC_LF","M","2019-10",5.35001,"E"
"OECD","HUR","TOT","PC_LF","M","2019-11",5.355651,"E"
"OECD","HUR","TOT","PC_LF","M","2019-12",5.287601,"E"
"OECD","HUR","TOT","PC_LF","M","2020-01",5.357069,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.275797,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.557397,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.806245,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.649412,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.318312,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.16784,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.584734,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.36833,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.081833,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.906279,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.863272,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.832244,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.726975,"E"
"OECD","HUR","TOT","PC_LF","M","2021-03",6.563402,"E"
"OECD","HUR","TOT","PC_LF","M","2021-04",6.716721,"E"
"OECD","HUR","TOT","PC_LF","M","2021-05",6.514302,"E"
"OECD","HUR","TOT","PC_LF","M","2021-06",6.297736,"E"
"OECD","HUR","TOT","PC_LF","M","2021-07",6.103079,"E"
"OECD","HUR","TOT","PC_LF","M","2021-08",5.958395,"E"
"G-7","HUR","TOT","PC_LF","M","2019-08",4.204147,"E"
"G-7","HUR","TOT","PC_LF","M","2019-09",4.162338,"E"
"G-7","HUR","TOT","PC_LF","M","2019-10",4.205054,"E"
"G-7","HUR","TOT","PC_LF","M","2019-11",4.222311,"E"
"G-7","HUR","TOT","PC_LF","M","2019-12",4.204526,"E"
"G-7","HUR","TOT","PC_LF","M","2020-01",4.219969,"E"
"G-7","HUR","TOT","PC_LF","M","2020-02",4.187687,"E"
"G-7","HUR","TOT","PC_LF","M","2020-03",4.538986,"E"
"G-7","HUR","TOT","PC_LF","M","2020-04",9.167287,"E"
"G-7","HUR","TOT","PC_LF","M","2020-05",8.683415,"E"
"G-7","HUR","TOT","PC_LF","M","2020-06",7.85,"E"
"G-7","HUR","TOT","PC_LF","M","2020-07",7.566185,"E"
"G-7","HUR","TOT","PC_LF","M","2020-08",6.879629,"E"
"G-7","HUR","TOT","PC_LF","M","2020-09",6.591695,"E"
"G-7","HUR","TOT","PC_LF","M","2020-10",6.165049,"E"
"G-7","HUR","TOT","PC_LF","M","2020-11",5.987466,"E"
"G-7","HUR","TOT","PC_LF","M","2020-12",5.985702,"E"
"G-7","HUR","TOT","PC_LF","M","2021-01",5.859369,"E"
"G-7","HUR","TOT","PC_LF","M","2021-02",5.755366,"E"
"G-7","HUR","TOT","PC_LF","M","2021-03",5.569364,"E"
"G-7","HUR","TOT","PC_LF","M","2021-04",5.69196,"E"
"G-7","HUR","TOT","PC_LF","M","2021-05",5.548044,"E"
"G-7","HUR","TOT","PC_LF","M","2021-06",5.497641,"E"
"G-7","HUR","TOT","PC_LF","M","2021-07",5.203492,"E"
"G-7","HUR","TOT","PC_LF","M","2021-08",5.10153,"E"
"EA19","HUR","TOT","PC_LF","M","2019-08",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-09",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-10",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-11",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-12",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-01",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-02",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-03",7.1,
"EA19","HUR","TOT","PC_LF","M","2020-04",7.3,
"EA19","HUR","TOT","PC_LF","M","2020-05",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-06",8,
"EA19","HUR","TOT","PC_LF","M","2020-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-08",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-09",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-10",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2020-12",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-01",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-02",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-03",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-04",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-05",8,
"EA19","HUR","TOT","PC_LF","M","2021-06",7.8,
"EA19","HUR","TOT","PC_LF","M","2021-07",7.6,
"EA19","HUR","TOT","PC_LF","M","2021-08",7.5,
"LVA","HUR","TOT","PC_LF","M","2019-08",6.2,
"LVA","HUR","TOT","PC_LF","M","2019-09",6,
"LVA","HUR","TOT","PC_LF","M","2019-10",5.8,
"LVA","HUR","TOT","PC_LF","M","2019-11",6,
"LVA","HUR","TOT","PC_LF","M","2019-12",6.6,
"LVA","HUR","TOT","PC_LF","M","2020-01",7.2,
"LVA","HUR","TOT","PC_LF","M","2020-02",7.2,
"LVA","HUR","TOT","PC_LF","M","2020-03",7.4,
"LVA","HUR","TOT","PC_LF","M","2020-04",8.3,
"LVA","HUR","TOT","PC_LF","M","2020-05",8.6,
"LVA","HUR","TOT","PC_LF","M","2020-06",8.7,
"LVA","HUR","TOT","PC_LF","M","2020-07",8.7,
"LVA","HUR","TOT","PC_LF","M","2020-08",8.6,
